RegionName,StateName,HousingPrice,RentPrice,RentToPriceRatio
"Dubuque, IA",IA,253551.75309041268,1242.111111111111,0.004898846472058086
"Meridian, MS",MS,122747.984440681,1147.2222222222224,0.009346159347949435
"Pinehurst, NC",NC,408902.64057385176,2145.863970588236,0.0052478603893991544
"Paducah, KY",KY,157851.77731945858,1237.5,0.007839632983641116
"Victoria, TX",TX,215115.5694884434,1565.5555555555557,0.007277741724034817
"Rome, GA",GA,222049.25572314285,1508.0,0.0067912859923305305
"Sevierville, TN",TN,413214.6446875144,2488.333333333333,0.006021890475868993
"Moses Lake, WA",WA,357512.420242734,1739.0,0.004864166673760037
"Cape Girardeau, MO",MO,215259.589239851,1316.809523809524,0.006117309470205675
"Fairbanks, AK",AK,304263.7285283488,2180.208333333333,0.0071655216475472825
"Brainerd, MN",MN,341691.06434533506,1347.5,0.003943620833578866
"Ocean City, NJ",NJ,690969.6625272227,2229.1666666666665,0.00322614260445746
"Corvallis, OR",OR,537985.4153064735,2377.23544973545,0.004418773041237955
"Pocatello, ID",ID,339977.9777324119,1367.461111111111,0.0040222049681918086
"Sunbury, PA",PA,154922.7297928311,822.5,0.0053090982911279715
"Hermiston, OR",OR,299968.89745735825,1421.25,0.004737991211912349
"Clarksburg, WV",WV,156313.53923488312,1016.6666666666666,0.006504021799026517
"Grants Pass, OR",OR,398125.6868012608,1894.4166666666667,0.0047583382069299514
"Cullman, AL",AL,235453.13316854337,1583.888888888889,0.006726981576223498
"Zanesville, OH",OH,192897.8369460382,1075.4166666666667,0.005575058195014944
"Oak Harbor, WA",WA,621790.6362957796,2527.4259259259256,0.004064753919394267
"Orangeburg, SC",SC,147963.3277281937,1373.75,0.009284395134202154
"Great Falls, MT",MT,328140.66208664136,1840.2380952380952,0.005608076986058508
"Russellville, AR",AR,182857.0577627848,906.25,0.0049560569938495455
"Midland, MI",MI,217801.9119022561,1420.138888888889,0.006520323336400328
"Kokomo, IN",IN,173133.93522142744,1067.75,0.006167190728001502
"Bloomsburg, PA",PA,231351.83562864704,1500.0,0.006483631287921639
"Helena, MT",MT,469730.248792756,2098.333333333333,0.004467102850468362
"Key West, FL",FL,1081242.0882860925,4856.758658008657,0.004491832782524442
"Talladega, AL",AL,188533.5080913546,1290.2777777777776,0.006843758389901538
"Stillwater, OK",OK,220108.90914508616,1402.7777777777776,0.0063731076730434745
"Columbus, IN",IN,257529.5633038965,1721.3301587301587,0.006684009931313834
"Athens, TX",TX,264035.4723464505,1552.8809523809523,0.005881334574406582
"Hinesville, GA",GA,238883.30607475745,1704.4234997029114,0.0071349627887748665
"Statesboro, GA",GA,270515.7358846091,1578.0555555555554,0.005833507431259707
"Casper, WY",WY,297788.88705844735,1464.3353174603174,0.004917360523171272
"Wilson, NC",NC,207377.87511752907,1463.888888888889,0.00705904083576537
"Glenwood Springs, CO",CO,914626.8284663504,7908.88888888889,0.008647121036401854
"Seneca, SC",SC,275070.1597167288,1686.6666666666667,0.00613176895815824
"Minot, ND",ND,249675.11265310543,1835.0,0.007349551104637006
"Searcy, AR",AR,194635.70607324943,1099.4444444444443,0.005648729447569493
"Port Angeles, WA",WA,498763.06496979547,2234.126984126984,0.004479335261648294
"Huntsville, TX",TX,264726.6768620348,1410.4166666666667,0.005327822202828923
"Heber, UT",UT,1156940.0765504155,3764.1111111111113,0.003253505680548602
"Frankfort, KY",KY,236447.9128140464,1331.6666666666667,0.0056319662576761725
"Danville, IL",IL,85323.01113430686,836.6269841269841,0.00980540856452019
"Aberdeen, WA",WA,324968.28348175454,1781.9444444444443,0.005483441108013522
"Jefferson, GA",GA,390794.1618774836,2261.5189393939395,0.005786982406617783
"Kapaa, HI",HI,1000935.1727508684,3452.5,0.003449274332633851
"Palatka, FL",FL,211730.6129933705,1415.0,0.006683020371949261
"Shawnee, OK",OK,177148.05474908557,1100.0833333333333,0.006209965640839259
"Greeneville, TN",TN,233156.4328842339,1100.0,0.004717862537149763
"Greenwood, SC",SC,160501.12531040123,1308.3333333333337,0.008151552400664367
"Lake City, FL",FL,262166.4043474151,1465.0,0.00558805390662728
"Klamath Falls, OR",OR,288313.22640868515,1523.611111111111,0.00528456890476258
"Morehead City, NC",NC,455353.6744184806,1939.6666666666667,0.004259692576641137
"Clearlake, CA",CA,316795.8995484807,1922.222222222222,0.006067699187274536
"Alamogordo, NM",NM,224385.70968998183,1511.8055555555557,0.0067375304677125495
"Muskogee, OK",OK,147363.19558908747,919.8412698412698,0.006242001377373672
"Richmond, IN",IN,156796.2706816789,830.625,0.005297479311139354
"Red Bluff, CA",CA,313824.0447240954,1485.8333333333333,0.004734606408631413
"Shelton, WA",WA,457857.1636737164,1979.4444444444443,0.004323279401291752
"Dublin, GA",GA,159653.21466716108,1330.0,0.008330555715854098
"Nacogdoches, TX",TX,223083.11475818368,1198.4722222222224,0.005372312572923034
"Rexburg, ID",ID,415442.470752843,1805.0,0.004344765225204525
"Laconia, NH",NH,489041.0813681732,2134.722222222222,0.004365118399153675
"Sanford, NC",NC,280351.1896159782,1788.4166666666667,0.006379201276500446
"Enid, OK",OK,130900.54905311686,1145.734126984127,0.008752706808885964
"Walla Walla, WA",WA,410697.8044266072,1940.138888888889,0.004724005991698933
"Albemarle, NC",NC,286645.4764151918,1878.0,0.006551647085055722
"Hutchinson, KS",KS,142183.7527299605,879.7936507936507,0.006187722815732542
"Hudson, NY",NY,440887.6629452212,2800.0,0.006350824110829998
"Carlsbad, NM",NM,220077.2689632466,2016.6666666666667,0.009163448256909507
"Gillette, WY",WY,339413.2743062348,1500.0,0.004419391089125845
"Crossville, TN",TN,302605.0623647324,1766.6666666666667,0.0058381927019359936
"Salina, KS",KS,171074.815190339,1013.8888888888888,0.005926581816036622
"Columbus, MS",MS,171454.90298164095,1479.1666666666663,0.008627147086164416
"Ardmore, OK",OK,174948.8377531377,1426.111111111111,0.008151589512834782
"Fernley, NV",NV,396645.7711439636,2024.7380952380956,0.005104650654407738
"Carson City, NV",NV,474035.85860228137,2088.888888888889,0.00440660521979937
"Calhoun, GA",GA,265869.107152033,1637.5,0.006159045770833472
"Cullowhee, NC",NC,399182.3270957514,1850.0,0.004634473708943138
"Fairmont, WV",WV,163372.015166258,1115.8333333333333,0.006830015117324645
"Branson, MO",MO,270034.8712368939,1483.3333333333333,0.005493117709349646
"Cedar City, UT",UT,418290.2983930272,1657.0444444444445,0.003961469942789539
"Oxford, MS",MS,353953.3964319921,2257.309941520468,0.006377421333642105
"Edwards, CO",CO,1535532.6238547151,6355.0,0.004138629099293745
"Durango, CO",CO,692495.6263557054,2557.5,0.00369316411925802
"Kinston, NC",NC,144244.3456319263,1000.0,0.00693268076207117
"Elko, NV",NV,341831.3930803696,1558.3333333333333,0.004558777704091519
"Danville, KY",KY,205097.14786312936,1090.0,0.00531455464572041
"St. Marys, GA",GA,291002.3913018362,1809.047619047619,0.006216607399528968
"Boone, NC",NC,515546.319961416,1955.0,0.0037920937931364036
"Warrensburg, MO",MO,266512.9554481344,1311.9166666666667,0.004922524927393169
"Fort Leonard Wood, MO",MO,211416.67721795983,1434.6825396825395,0.006786042418987859
"Elizabeth City, NC",NC,249872.87283761948,1572.4444444444443,0.006292977811426138
"Payson, AZ",AZ,376916.6885259962,2191.6666666666665,0.005814724402990997
"Athens, TN",TN,240158.55822689203,1400.0,0.00582948203193882
"Enterprise, AL",AL,197882.433717564,1392.5,0.007037006639950183
"Ashland, OH",OH,228765.7168611349,967.5,0.004229217617372671
"Kerrville, TX",TX,364521.78986236616,1793.0555555555557,0.004918925577076109
"Bartlesville, OK",OK,172708.25701688812,1350.0,0.00781665001614828
"Platteville, WI",WI,206128.28609541056,1433.25,0.0069531941838229415
"Corsicana, TX",TX,214758.82554957364,1766.6666666666663,0.008226282026574314
"Pahrump, NV",NV,334902.84239581064,1872.222222222222,0.005590344378174922
"Paris, TX",TX,193511.56755530956,1000.0,0.005167649730883295
"Newport, OR",OR,487383.3447370383,2284.027777777778,0.0046863065848302575
"Ozark, AL",AL,155461.68194538864,1357.111111111111,0.008729553766103237
"Gardnerville Ranchos, NV",NV,668417.2976410855,2432.698412698413,0.0036394905118159867
"Fort Polk South, LA",LA,160198.69480952734,1262.5,0.007880838239669083
"Clovis, NM",NM,164501.10070373537,1286.2866300366302,0.007819319290472214
"Ruston, LA",LA,207801.1087100599,1183.3333333333333,0.005694547736915163
"Pullman, WA",WA,374391.56654184806,2112.5,0.0056424882096372565
"Tahlequah, OK",OK,195989.92267321912,1403.3333333333333,0.00716023208842814
"Montrose, CO",CO,468898.3289408493,2044.4444444444443,0.004360101792348992
"Sandpoint, ID",ID,637379.7808914442,2372.222222222222,0.0037218347574571853
"Bemidji, MN",MN,266192.9366248246,1508.3333333333337,0.005666316140684064
"Durant, OK",OK,219842.65223857173,1556.5,0.0070800637826680555
"Thomasville, GA",GA,206570.48986525825,1366.6666666666667,0.006615982116119857
"Menomonie, WI",WI,296049.40811034275,1527.5,0.005159611734236855
"Ellensburg, WA",WA,517609.05929541285,2018.055555555556,0.003898802618143126
"Ponca City, OK",OK,101751.8474437569,725.0,0.00712517775562495
"Rockingham, NC",NC,123012.4309834068,795.0,0.006462761475766932
"Lewisburg, PA",PA,265871.91268646234,1347.5,0.005068229984823861
"Duncan, OK",OK,131513.46149870384,906.25,0.006890929564719364
"Sedalia, MO",MO,175040.93104549928,1187.5,0.006784127534669746
"Henderson, NC",NC,181014.3212579625,1123.3333333333333,0.00620577049112306
"Mountain Home, AR",AR,221858.52836538968,1112.5,0.00501445677205507
"Astoria, OR",OR,530633.2586187538,2370.833333333333,0.004467932031822972
"Riverton, WY",WY,317566.4055298172,1200.0,0.0037787372313452363
"Pittsburg, KS",KS,130308.01021316434,1035.4166666666667,0.007945917253842496
"Ada, OK",OK,171644.381880026,1266.6666666666667,0.007379598754079972
"Fremont, NE",NE,227859.07613045865,1400.0,0.006144148496408555
"Sulphur Springs, TX",TX,254725.508913354,1550.0,0.00608498146342791
"North Platte, NE",NE,202246.8765630916,1195.0,0.005908620297664848
"Lebanon, MO",MO,217096.77659090929,675.0,0.003109212447091971
"Brenham, TX",TX,335017.7617361353,1716.6666666666667,0.005124106428777163
"Butte, MT",MT,272863.7642094328,1591.6666666666667,0.005833191780807528
"Jackson, WY",WY,1602226.731303359,3879.1666666666665,0.0024211096912052465
"Big Spring, TX",TX,129459.2235980136,1150.0,0.00888310595443464
"Brookings, SD",SD,296336.8975899007,1500.0,0.005061806383880833
"Susanville, CA",CA,229348.82077840203,1200.0,0.005232204795853064
"Breckenridge, CO",CO,1394247.004631772,4214.583333333334,0.003022838363168245
"Kirksville, MO",MO,175050.71377030155,813.8888888888888,0.0046494462739344175
"Mountain Home, ID",ID,347207.5606309194,1668.75,0.004806202943759845
"Fredericksburg, TX",TX,530905.9762873887,2675.0,0.005038556956367686
"The Dalles, OR",OR,391196.9697429994,1941.6666666666667,0.004963399046629281
"Steamboat Springs, CO",CO,1312827.3330235295,4622.833333333333,0.003521280534803185
"Portales, NM",NM,146416.93881220475,1123.888888888889,0.0076759485480733585
"Los Alamos, NM",NM,589084.1088906666,2750.0,0.004668263764878433
